,subgraph_inf_t,inf_1,inf_2,was_inf,inf_weight_1,inf_weight_2,s_t+d,age,pid
7,2.0,2.0,4.0,0.0,21600.0,54000.0,0.0,62,772
8,2.0,1.0,4.0,0.0,21600.0,54000.0,0.0,62,772
9,1.0,0.0,1.0,0.0,0.0,18000.0,0.0,62,772
10,1.0,0.0,2.0,0.0,0.0,18000.0,0.0,62,772
0,1.0,0.0,1.0,0.0,0.0,104638.0,0.0,61,773
1,1.0,0.0,2.0,0.0,0.0,104638.0,0.0,61,773
2,1.0,0.0,3.0,0.0,0.0,104638.0,0.0,61,773
3,1.0,0.0,4.0,0.0,0.0,104638.0,0.0,61,773
4,1.0,0.0,4.0,0.0,0.0,104638.0,0.0,61,773
5,1.0,0.0,4.0,0.0,0.0,104638.0,0.0,61,773
0,1.0,0.0,1.0,0.0,0.0,43380.0,0.0,63,795
1,1.0,0.0,2.0,0.0,0.0,43380.0,0.0,63,795
0,1.0,0.0,1.0,0.0,0.0,35460.0,0.0,61,799
1,1.0,0.0,2.0,0.0,0.0,35460.0,0.0,61,799
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,62,800
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,58,805
1,1.0,0.0,2.0,0.0,0.0,5100.0,0.0,58,805
0,1.0,0.0,1.0,0.0,0.0,2100.0,0.0,25,808
1,1.0,0.0,2.0,0.0,0.0,2100.0,0.0,25,808
0,1.0,0.0,1.0,0.0,0.0,1200.0,0.0,59,818
0,1.0,0.0,1.0,0.0,0.0,1500.0,0.0,71,820
1,1.0,0.0,2.0,0.0,0.0,1500.0,0.0,71,820
2,1.0,0.0,3.0,0.0,0.0,1500.0,0.0,71,820
3,1.0,0.0,1.0,0.0,0.0,17100.0,0.0,71,820
4,1.0,0.0,2.0,0.0,0.0,17100.0,0.0,71,820
0,1.0,0.0,1.0,0.0,0.0,7020.0,0.0,36,828
0,1.0,0.0,1.0,0.0,0.0,660.0,0.0,44,840
1,1.0,0.0,2.0,0.0,0.0,660.0,0.0,44,840
0,1.0,0.0,1.0,0.0,0.0,3060.0,0.0,56,843
1,1.0,0.0,2.0,0.0,0.0,3060.0,0.0,56,843
2,1.0,0.0,3.0,0.0,0.0,3060.0,0.0,56,843
0,1.0,0.0,1.0,0.0,0.0,15600.0,0.0,9,845
1,1.0,0.0,2.0,0.0,0.0,15600.0,0.0,9,845
2,1.0,0.0,3.0,0.0,0.0,15600.0,0.0,9,845
3,1.0,0.0,4.0,0.0,0.0,15600.0,0.0,9,845
4,1.0,0.0,4.0,0.0,0.0,15600.0,0.0,9,845
5,1.0,0.0,4.0,0.0,0.0,15600.0,0.0,9,845
0,1.0,0.0,1.0,0.0,0.0,8100.0,0.0,59,854
0,1.0,0.0,1.0,0.0,0.0,84358.0,0.0,60,858
1,1.0,0.0,2.0,0.0,0.0,84358.0,0.0,60,858
2,1.0,0.0,3.0,0.0,0.0,84358.0,0.0,60,858
0,1.0,0.0,1.0,0.0,0.0,12720.0,0.0,60,859
1,1.0,0.0,2.0,0.0,0.0,12720.0,0.0,60,859
2,1.0,0.0,3.0,0.0,0.0,12720.0,0.0,60,859
3,1.0,0.0,4.0,0.0,0.0,12720.0,0.0,60,859
4,1.0,0.0,4.0,0.0,0.0,12720.0,0.0,60,859
5,1.0,0.0,4.0,0.0,0.0,12720.0,0.0,60,859
6,2.0,1.0,4.0,0.0,1920.0,14640.0,0.0,60,859
7,2.0,2.0,4.0,0.0,1920.0,14640.0,0.0,60,859
8,2.0,3.0,4.0,0.0,1920.0,14640.0,0.0,60,859
0,1.0,0.0,1.0,0.0,0.0,2700.0,0.0,44,867
0,1.0,0.0,1.0,0.0,0.0,4020.0,0.0,49,876
0,1.0,0.0,1.0,0.0,0.0,1200.0,0.0,30,877
1,1.0,0.0,2.0,0.0,0.0,1200.0,0.0,30,877
2,1.0,0.0,3.0,0.0,0.0,1200.0,0.0,30,877
0,1.0,0.0,1.0,0.0,0.0,900.0,0.0,47,878
1,1.0,0.0,2.0,0.0,0.0,900.0,0.0,47,878
0,1.0,0.0,1.0,0.0,0.0,7200.0,0.0,44,881
1,1.0,0.0,2.0,0.0,0.0,7200.0,0.0,44,881
0,1.0,0.0,1.0,0.0,0.0,19800.0,0.0,41,886
1,1.0,0.0,2.0,0.0,0.0,19800.0,0.0,41,886
0,1.0,0.0,1.0,0.0,0.0,9300.0,0.0,6,894
0,1.0,0.0,1.0,0.0,0.0,8580.0,0.0,20,904
1,1.0,0.0,2.0,0.0,0.0,8580.0,0.0,20,904
2,1.0,0.0,3.0,0.0,0.0,8580.0,0.0,20,904
0,1.0,0.0,1.0,0.0,0.0,5280.0,0.0,41,911
1,1.0,0.0,2.0,0.0,0.0,5280.0,0.0,41,911
0,1.0,0.0,1.0,0.0,0.0,32160.0,0.0,7,929
1,1.0,0.0,2.0,0.0,0.0,32160.0,0.0,7,929
2,1.0,0.0,3.0,0.0,0.0,32160.0,0.0,7,929
0,1.0,0.0,1.0,0.0,0.0,43200.0,0.0,70,931
1,1.0,0.0,2.0,0.0,0.0,43200.0,0.0,70,931
0,1.0,0.0,1.0,0.0,0.0,34199.0,0.0,45,932
1,1.0,0.0,2.0,0.0,0.0,34199.0,0.0,45,932
2,1.0,0.0,3.0,0.0,0.0,34199.0,0.0,45,932
3,1.0,0.0,4.0,0.0,0.0,34199.0,0.0,45,932
4,1.0,0.0,4.0,0.0,0.0,34199.0,0.0,45,932
5,1.0,0.0,4.0,0.0,0.0,34199.0,0.0,45,932
6,1.0,0.0,1.0,0.0,0.0,9780.0,0.0,45,932
0,1.0,0.0,1.0,0.0,0.0,37200.0,0.0,45,933
1,1.0,0.0,2.0,0.0,0.0,37200.0,0.0,45,933
0,1.0,0.0,1.0,0.0,0.0,2580.0,0.0,11,940
1,1.0,0.0,2.0,0.0,0.0,2580.0,0.0,11,940
0,1.0,0.0,1.0,0.0,0.0,42119.0,0.0,31,945
1,1.0,0.0,2.0,0.0,0.0,42119.0,0.0,31,945
0,1.0,0.0,1.0,0.0,0.0,11520.0,0.0,87,949
1,1.0,0.0,2.0,0.0,0.0,11520.0,0.0,87,949
2,1.0,0.0,3.0,0.0,0.0,11520.0,0.0,87,949
3,1.0,0.0,4.0,0.0,0.0,11520.0,0.0,87,949
4,1.0,0.0,4.0,0.0,0.0,11520.0,0.0,87,949
0,1.0,0.0,1.0,0.0,0.0,15000.0,0.0,36,954
1,1.0,0.0,2.0,0.0,0.0,15000.0,0.0,36,954
2,1.0,0.0,3.0,0.0,0.0,15000.0,0.0,36,954
3,1.0,0.0,4.0,0.0,0.0,15000.0,0.0,36,954
4,1.0,0.0,4.0,0.0,0.0,15000.0,0.0,36,954
5,1.0,0.0,4.0,0.0,0.0,15000.0,0.0,36,954
0,1.0,0.0,1.0,0.0,0.0,5700.0,0.0,6,955
1,1.0,0.0,2.0,0.0,0.0,5700.0,0.0,6,955
2,1.0,0.0,3.0,0.0,0.0,5700.0,0.0,6,955
3,1.0,0.0,1.0,0.0,0.0,25200.0,0.0,6,955
4,1.0,0.0,2.0,0.0,0.0,25200.0,0.0,6,955
5,1.0,0.0,1.0,0.0,0.0,8100.0,0.0,6,955
0,1.0,0.0,1.0,0.0,0.0,7500.0,0.0,34,959
1,1.0,0.0,2.0,0.0,0.0,7500.0,0.0,34,959
2,1.0,0.0,3.0,0.0,0.0,7500.0,0.0,34,959
3,1.0,0.0,4.0,0.0,0.0,7500.0,0.0,34,959
4,1.0,0.0,4.0,0.0,0.0,7500.0,0.0,34,959
5,1.0,0.0,4.0,0.0,0.0,7500.0,0.0,34,959
6,2.0,0.0,4.0,0.0,0.0,19200.0,0.0,34,959
7,2.0,0.0,4.0,0.0,0.0,19200.0,0.0,34,959
8,2.0,0.0,4.0,0.0,0.0,19200.0,0.0,34,959
0,1.0,0.0,1.0,0.0,0.0,3000.0,0.0,71,975
1,1.0,0.0,2.0,0.0,0.0,3000.0,0.0,71,975
0,1.0,0.0,1.0,0.0,0.0,20100.0,0.0,88,978
1,1.0,0.0,2.0,0.0,0.0,20100.0,0.0,88,978
0,1.0,0.0,1.0,0.0,0.0,19800.0,0.0,86,981
1,1.0,0.0,2.0,0.0,0.0,19800.0,0.0,86,981
2,1.0,0.0,3.0,0.0,0.0,19800.0,0.0,86,981
0,1.0,0.0,1.0,0.0,0.0,5280.0,0.0,70,988
1,1.0,0.0,2.0,0.0,0.0,5280.0,0.0,70,988
0,1.0,0.0,1.0,0.0,0.0,3240.0,0.0,57,990
1,1.0,0.0,2.0,0.0,0.0,3240.0,0.0,57,990
2,1.0,0.0,3.0,0.0,0.0,3240.0,0.0,57,990
3,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,57,990
4,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,57,990
5,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,57,990
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,46,992
1,1.0,0.0,2.0,0.0,0.0,5100.0,0.0,46,992
2,1.0,0.0,3.0,0.0,0.0,5100.0,0.0,46,992
3,1.0,0.0,4.0,0.0,0.0,5100.0,0.0,46,992
4,1.0,0.0,4.0,0.0,0.0,5100.0,0.0,46,992
5,1.0,0.0,4.0,0.0,0.0,5100.0,0.0,46,992
0,1.0,0.0,1.0,0.0,0.0,3000.0,0.0,58,1000
1,1.0,0.0,2.0,0.0,0.0,3000.0,0.0,58,1000
2,1.0,0.0,3.0,0.0,0.0,3000.0,0.0,58,1000
3,1.0,0.0,4.0,0.0,0.0,3000.0,0.0,58,1000
4,1.0,0.0,4.0,0.0,0.0,3000.0,0.0,58,1000
5,1.0,0.0,4.0,0.0,0.0,3000.0,0.0,58,1000
0,1.0,0.0,1.0,0.0,0.0,50939.0,0.0,55,1006
0,1.0,0.0,1.0,0.0,0.0,3600.0,0.0,48,1019
1,1.0,0.0,2.0,0.0,0.0,3600.0,0.0,48,1019
0,1.0,0.0,1.0,0.0,0.0,15600.0,0.0,59,1029
1,1.0,0.0,2.0,0.0,0.0,15600.0,0.0,59,1029
0,1.0,0.0,1.0,0.0,0.0,49919.0,0.0,32,1044
1,1.0,0.0,2.0,0.0,0.0,49919.0,0.0,32,1044
2,1.0,0.0,3.0,0.0,0.0,49919.0,0.0,32,1044
0,1.0,0.0,1.0,0.0,0.0,48000.0,0.0,5,1046
1,1.0,0.0,2.0,0.0,0.0,48000.0,0.0,5,1046
0,1.0,0.0,1.0,0.0,0.0,87898.0,0.0,57,1050
1,1.0,0.0,2.0,0.0,0.0,87898.0,0.0,57,1050
2,1.0,0.0,3.0,0.0,0.0,87898.0,0.0,57,1050
0,1.0,0.0,1.0,0.0,0.0,11400.0,0.0,68,1051
1,1.0,0.0,2.0,0.0,0.0,11400.0,0.0,68,1051
2,1.0,0.0,3.0,0.0,0.0,11400.0,0.0,68,1051
3,1.0,0.0,4.0,0.0,0.0,11400.0,0.0,68,1051
4,1.0,0.0,4.0,0.0,0.0,11400.0,0.0,68,1051
5,1.0,0.0,4.0,0.0,0.0,11400.0,0.0,68,1051
6,2.0,1.0,4.0,0.0,600.0,12000.0,0.0,68,1051
7,2.0,2.0,4.0,0.0,600.0,12000.0,0.0,68,1051
8,2.0,3.0,4.0,0.0,600.0,12000.0,0.0,68,1051
0,1.0,0.0,1.0,0.0,0.0,3900.0,0.0,54,1067
1,1.0,0.0,2.0,0.0,0.0,3900.0,0.0,54,1067
2,1.0,0.0,3.0,0.0,0.0,3900.0,0.0,54,1067
3,1.0,0.0,1.0,0.0,0.0,13140.0,0.0,54,1067
0,1.0,0.0,1.0,0.0,0.0,4260.0,0.0,62,1075
0,1.0,0.0,1.0,0.0,0.0,9000.0,0.0,74,1077
0,1.0,0.0,1.0,0.0,0.0,23040.0,0.0,56,1082
1,1.0,0.0,2.0,0.0,0.0,23040.0,0.0,56,1082
0,1.0,0.0,1.0,0.0,0.0,29400.0,0.0,28,1092
1,1.0,0.0,2.0,0.0,0.0,29400.0,0.0,28,1092
2,1.0,0.0,3.0,0.0,0.0,29400.0,0.0,28,1092
3,1.0,0.0,4.0,0.0,0.0,29400.0,0.0,28,1092
4,1.0,0.0,4.0,0.0,0.0,29400.0,0.0,28,1092
5,1.0,0.0,4.0,0.0,0.0,29400.0,0.0,28,1092
0,1.0,0.0,1.0,0.0,0.0,11280.0,0.0,89,1095
1,1.0,0.0,2.0,0.0,0.0,11280.0,0.0,89,1095
0,1.0,0.0,1.0,0.0,0.0,26700.0,0.0,70,1096
1,1.0,0.0,2.0,0.0,0.0,26700.0,0.0,70,1096
2,1.0,0.0,1.0,0.0,0.0,12720.0,0.0,70,1096
3,1.0,0.0,2.0,0.0,0.0,12720.0,0.0,70,1096
4,1.0,0.0,3.0,0.0,0.0,12720.0,0.0,70,1096
0,1.0,0.0,1.0,0.0,0.0,18600.0,0.0,94,1097
1,1.0,0.0,2.0,0.0,0.0,18600.0,0.0,94,1097
0,1.0,0.0,1.0,0.0,0.0,62400.0,0.0,41,1099
1,1.0,0.0,2.0,0.0,0.0,62400.0,0.0,41,1099
0,1.0,0.0,1.0,0.0,0.0,52679.0,0.0,63,1101
1,1.0,0.0,2.0,0.0,0.0,52679.0,0.0,63,1101
2,1.0,0.0,3.0,0.0,0.0,52679.0,0.0,63,1101
3,1.0,0.0,4.0,0.0,0.0,52679.0,0.0,63,1101
4,1.0,0.0,4.0,0.0,0.0,52679.0,0.0,63,1101
5,1.0,0.0,1.0,0.0,0.0,16200.0,0.0,63,1101
6,1.0,0.0,2.0,0.0,0.0,16200.0,0.0,63,1101
0,1.0,0.0,1.0,0.0,0.0,2100.0,0.0,74,1103
1,1.0,0.0,2.0,0.0,0.0,2100.0,0.0,74,1103
2,1.0,0.0,3.0,0.0,0.0,2100.0,0.0,74,1103
3,1.0,0.0,4.0,0.0,0.0,2100.0,0.0,74,1103
4,1.0,0.0,4.0,0.0,0.0,2100.0,0.0,74,1103
5,1.0,0.0,4.0,0.0,0.0,2100.0,0.0,74,1103
0,1.0,0.0,1.0,0.0,0.0,4860.0,0.0,46,1113
1,1.0,0.0,2.0,0.0,0.0,4860.0,0.0,46,1113
0,1.0,0.0,1.0,0.0,0.0,4500.0,0.0,28,1148
1,1.0,0.0,2.0,0.0,0.0,4500.0,0.0,28,1148
0,1.0,0.0,1.0,0.0,0.0,10200.0,0.0,73,1154
1,1.0,0.0,2.0,0.0,0.0,10200.0,0.0,73,1154
0,1.0,0.0,1.0,0.0,0.0,3300.0,0.0,78,1159
1,1.0,0.0,2.0,0.0,0.0,3300.0,0.0,78,1159
2,1.0,0.0,3.0,0.0,0.0,3300.0,0.0,78,1159
0,1.0,0.0,1.0,0.0,0.0,11700.0,0.0,55,1161
1,2.0,0.0,3.0,0.0,0.0,89698.0,0.0,55,1161
2,2.0,0.0,5.0,0.0,0.0,89698.0,0.0,55,1161
3,2.0,0.0,6.0,0.0,0.0,89698.0,0.0,55,1161
4,2.0,0.0,6.0,0.0,0.0,89698.0,0.0,55,1161
5,2.0,0.0,5.0,0.0,0.0,89698.0,0.0,55,1161
6,2.0,0.0,4.0,0.0,0.0,16260.0,0.0,55,1161
7,2.0,0.0,4.0,0.0,0.0,16260.0,0.0,55,1161
8,2.0,0.0,4.0,0.0,0.0,16260.0,0.0,55,1161
9,1.0,0.0,1.0,0.0,0.0,18000.0,0.0,55,1161
10,1.0,0.0,2.0,0.0,0.0,18000.0,0.0,55,1161
0,1.0,0.0,1.0,0.0,0.0,17400.0,0.0,50,1162
1,2.0,1.0,3.0,0.0,7200.0,24600.0,0.0,50,1162
2,2.0,2.0,5.0,0.0,7200.0,24600.0,0.0,50,1162
3,2.0,2.0,6.0,0.0,7200.0,24600.0,0.0,50,1162
4,2.0,2.0,6.0,0.0,7200.0,24600.0,0.0,50,1162
5,2.0,1.0,5.0,0.0,7200.0,24600.0,0.0,50,1162
6,2.0,0.0,4.0,0.0,0.0,45000.0,0.0,50,1162
7,2.0,0.0,4.0,0.0,0.0,45000.0,0.0,50,1162
8,2.0,0.0,4.0,0.0,0.0,45000.0,0.0,50,1162
0,1.0,0.0,1.0,0.0,0.0,21780.0,0.0,89,1164
1,1.0,0.0,2.0,0.0,0.0,21780.0,0.0,89,1164
0,1.0,0.0,1.0,0.0,0.0,50400.0,0.0,26,1175
1,1.0,0.0,2.0,0.0,0.0,50400.0,0.0,26,1175
0,1.0,0.0,1.0,0.0,0.0,9000.0,0.0,72,1177
1,1.0,0.0,2.0,0.0,0.0,9000.0,0.0,72,1177
2,1.0,0.0,3.0,0.0,0.0,9000.0,0.0,72,1177
3,1.0,0.0,4.0,0.0,0.0,9000.0,0.0,72,1177
4,1.0,0.0,4.0,0.0,0.0,9000.0,0.0,72,1177
5,1.0,0.0,4.0,0.0,0.0,9000.0,0.0,72,1177
0,1.0,0.0,1.0,0.0,0.0,69600.0,0.0,70,1185
1,1.0,0.0,2.0,0.0,0.0,69600.0,0.0,70,1185
0,1.0,0.0,1.0,0.0,0.0,17400.0,0.0,73,1186
1,1.0,0.0,2.0,0.0,0.0,17400.0,0.0,73,1186
2,1.0,0.0,3.0,0.0,0.0,17400.0,0.0,73,1186
0,1.0,0.0,1.0,0.0,0.0,3900.0,0.0,29,1190
0,1.0,0.0,1.0,0.0,0.0,71580.0,0.0,57,1193
0,1.0,0.0,1.0,0.0,0.0,161398.0,0.0,88,1200
1,1.0,0.0,2.0,0.0,0.0,161398.0,0.0,88,1200
2,1.0,0.0,3.0,0.0,0.0,161398.0,0.0,88,1200
0,1.0,0.0,1.0,0.0,0.0,12000.0,0.0,86,1201
1,1.0,0.0,2.0,0.0,0.0,12000.0,0.0,86,1201
2,1.0,0.0,3.0,0.0,0.0,12000.0,0.0,86,1201
3,1.0,0.0,4.0,0.0,0.0,12000.0,0.0,86,1201
4,1.0,0.0,4.0,0.0,0.0,12000.0,0.0,86,1201
5,1.0,0.0,4.0,0.0,0.0,12000.0,0.0,86,1201
6,2.0,1.0,4.0,0.0,1200.0,13200.0,0.0,86,1201
7,2.0,2.0,4.0,0.0,1200.0,13200.0,0.0,86,1201
8,2.0,3.0,4.0,0.0,1200.0,13200.0,0.0,86,1201
0,1.0,0.0,1.0,0.0,0.0,3060.0,0.0,27,1215
0,1.0,0.0,1.0,0.0,0.0,12420.0,0.0,35,1217
0,1.0,0.0,1.0,0.0,0.0,41400.0,0.0,70,1223
1,1.0,0.0,2.0,0.0,0.0,41400.0,0.0,70,1223
2,1.0,0.0,3.0,0.0,0.0,41400.0,0.0,70,1223
3,1.0,0.0,4.0,0.0,0.0,41400.0,0.0,70,1223
4,1.0,0.0,4.0,0.0,0.0,41400.0,0.0,70,1223
5,1.0,0.0,4.0,0.0,0.0,41400.0,0.0,70,1223
0,1.0,0.0,1.0,0.0,0.0,25080.0,0.0,69,1225
1,1.0,0.0,2.0,0.0,0.0,25080.0,0.0,69,1225
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,41,1227
1,1.0,0.0,2.0,0.0,0.0,5100.0,0.0,41,1227
0,1.0,0.0,1.0,0.0,0.0,36000.0,0.0,74,1232
1,1.0,0.0,2.0,0.0,0.0,36000.0,0.0,74,1232
0,1.0,0.0,1.0,0.0,0.0,50939.0,0.0,68,1233
0,1.0,0.0,1.0,0.0,0.0,3000.0,0.0,14,1237
1,1.0,0.0,2.0,0.0,0.0,3000.0,0.0,14,1237
0,1.0,0.0,1.0,0.0,0.0,18900.0,0.0,28,1238
1,1.0,0.0,2.0,0.0,0.0,18900.0,0.0,28,1238
0,1.0,0.0,1.0,0.0,0.0,2100.0,0.0,33,1261
1,1.0,0.0,2.0,0.0,0.0,2100.0,0.0,33,1261
2,1.0,0.0,3.0,0.0,0.0,2100.0,0.0,33,1261
3,1.0,0.0,4.0,0.0,0.0,2100.0,0.0,33,1261
4,1.0,0.0,4.0,0.0,0.0,2100.0,0.0,33,1261
5,1.0,0.0,4.0,0.0,0.0,2100.0,0.0,33,1261
0,1.0,0.0,1.0,0.0,0.0,60180.0,0.0,5,1264
1,1.0,0.0,2.0,0.0,0.0,60180.0,0.0,5,1264
0,1.0,0.0,1.0,0.0,0.0,1860.0,0.0,69,1268
1,1.0,0.0,2.0,0.0,0.0,1860.0,0.0,69,1268
0,1.0,0.0,1.0,0.0,0.0,1020.0,0.0,87,1287
1,1.0,0.0,2.0,0.0,0.0,1020.0,0.0,87,1287
2,1.0,0.0,3.0,0.0,0.0,1020.0,0.0,87,1287
0,1.0,0.0,1.0,0.0,0.0,8400.0,0.0,78,1304
0,1.0,0.0,1.0,0.0,0.0,5100.0,0.0,50,1305
0,1.0,0.0,1.0,0.0,0.0,65879.0,0.0,54,1318
1,1.0,0.0,2.0,0.0,0.0,65879.0,0.0,54,1318
2,1.0,0.0,3.0,0.0,0.0,65879.0,0.0,54,1318
3,1.0,0.0,4.0,0.0,0.0,65879.0,0.0,54,1318
4,1.0,0.0,4.0,0.0,0.0,65879.0,0.0,54,1318
0,1.0,0.0,1.0,0.0,0.0,1920.0,0.0,69,1325
0,1.0,0.0,1.0,0.0,0.0,46439.0,0.0,53,1333
1,1.0,0.0,2.0,0.0,0.0,46439.0,0.0,53,1333
2,1.0,0.0,3.0,0.0,0.0,46439.0,0.0,53,1333
3,1.0,0.0,1.0,0.0,0.0,20400.0,0.0,53,1333
4,1.0,0.0,2.0,0.0,0.0,20400.0,0.0,53,1333
0,1.0,0.0,1.0,0.0,0.0,6600.0,0.0,87,1339
1,1.0,0.0,2.0,0.0,0.0,6600.0,0.0,87,1339
2,1.0,0.0,3.0,0.0,0.0,6600.0,0.0,87,1339
3,1.0,0.0,4.0,0.0,0.0,6600.0,0.0,87,1339
4,1.0,0.0,4.0,0.0,0.0,6600.0,0.0,87,1339
0,1.0,0.0,1.0,0.0,0.0,6900.0,0.0,50,1342
1,1.0,0.0,2.0,0.0,0.0,6900.0,0.0,50,1342
2,1.0,0.0,3.0,0.0,0.0,6900.0,0.0,50,1342
0,1.0,0.0,1.0,0.0,0.0,53100.0,0.0,64,1345
1,1.0,0.0,2.0,0.0,0.0,53100.0,0.0,64,1345
0,1.0,0.0,1.0,0.0,0.0,2400.0,0.0,70,1350
1,1.0,0.0,2.0,0.0,0.0,2400.0,0.0,70,1350
0,1.0,0.0,1.0,0.0,0.0,2700.0,0.0,60,1363
0,1.0,0.0,1.0,0.0,0.0,58500.0,0.0,53,1364
0,1.0,0.0,1.0,0.0,0.0,4500.0,0.0,68,1368
0,1.0,0.0,1.0,0.0,0.0,4320.0,0.0,44,1379
1,1.0,0.0,2.0,0.0,0.0,4320.0,0.0,44,1379
0,1.0,0.0,1.0,0.0,0.0,7200.0,0.0,46,1380
1,1.0,0.0,2.0,0.0,0.0,7200.0,0.0,46,1380
2,1.0,0.0,3.0,0.0,0.0,7200.0,0.0,46,1380
0,1.0,0.0,1.0,0.0,0.0,3240.0,0.0,55,1386
1,1.0,0.0,2.0,0.0,0.0,3240.0,0.0,55,1386
2,1.0,0.0,3.0,0.0,0.0,3240.0,0.0,55,1386
3,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,55,1386
4,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,55,1386
5,1.0,0.0,4.0,0.0,0.0,3240.0,0.0,55,1386
0,1.0,0.0,1.0,0.0,0.0,4500.0,0.0,80,1409
0,1.0,0.0,1.0,0.0,0.0,12300.0,0.0,76,1416
0,1.0,0.0,1.0,0.0,0.0,86399.0,0.0,21,1419
1,1.0,0.0,2.0,0.0,0.0,86399.0,0.0,21,1419
2,1.0,0.0,1.0,0.0,0.0,14700.0,0.0,21,1419
0,1.0,0.0,1.0,0.0,0.0,2400.0,0.0,61,1423
0,1.0,0.0,1.0,0.0,0.0,43439.0,0.0,60,1424
1,1.0,0.0,2.0,0.0,0.0,43439.0,0.0,60,1424
2,1.0,0.0,3.0,0.0,0.0,43439.0,0.0,60,1424
0,1.0,0.0,1.0,0.0,0.0,43079.0,0.0,78,1426
1,1.0,0.0,2.0,0.0,0.0,43079.0,0.0,78,1426
2,1.0,0.0,3.0,0.0,0.0,43079.0,0.0,78,1426
0,1.0,0.0,1.0,0.0,0.0,3660.0,0.0,25,1429
1,1.0,0.0,2.0,0.0,0.0,3660.0,0.0,25,1429
2,1.0,0.0,3.0,0.0,0.0,3660.0,0.0,25,1429
0,1.0,0.0,1.0,0.0,0.0,19260.0,0.0,93,1442
1,1.0,0.0,2.0,0.0,0.0,19260.0,0.0,93,1442
2,1.0,0.0,1.0,0.0,0.0,15780.0,0.0,93,1442
3,1.0,0.0,2.0,0.0,0.0,15780.0,0.0,93,1442
4,1.0,0.0,3.0,0.0,0.0,15780.0,0.0,93,1442
0,1.0,0.0,1.0,0.0,0.0,6300.0,0.0,88,1447
1,1.0,0.0,2.0,0.0,0.0,6300.0,0.0,88,1447
2,1.0,0.0,3.0,0.0,0.0,6300.0,0.0,88,1447
3,1.0,0.0,4.0,0.0,0.0,6300.0,0.0,88,1447
4,1.0,0.0,4.0,0.0,0.0,6300.0,0.0,88,1447
5,1.0,0.0,4.0,0.0,0.0,6300.0,0.0,88,1447
0,1.0,0.0,1.0,0.0,0.0,32100.0,0.0,31,1462
1,1.0,0.0,2.0,0.0,0.0,32100.0,0.0,31,1462
2,1.0,0.0,3.0,0.0,0.0,32100.0,0.0,31,1462
3,1.0,0.0,4.0,0.0,0.0,32100.0,0.0,31,1462
4,1.0,0.0,4.0,0.0,0.0,32100.0,0.0,31,1462
0,1.0,1.0,1.0,0.0,20400.0,20400.0,1.0,51,1466
1,2.0,3.0,3.0,1.0,20400.0,20400.0,1.0,51,1466
2,2.0,5.0,5.0,1.0,20400.0,20400.0,0.0,51,1466
3,2.0,6.0,6.0,1.0,20400.0,20400.0,0.0,51,1466
4,2.0,6.0,6.0,1.0,20400.0,20400.0,0.0,51,1466
5,2.0,5.0,5.0,1.0,20400.0,20400.0,0.0,51,1466
6,2.0,3.0,4.0,1.0,20400.0,51600.0,0.0,51,1466
7,2.0,2.0,4.0,1.0,20400.0,51600.0,0.0,51,1466
8,2.0,1.0,4.0,1.0,20400.0,51600.0,0.0,51,1466
0,1.0,0.0,1.0,0.0,0.0,87238.0,0.0,50,1467
1,2.0,1.0,3.0,0.0,77038.0,164276.0,0.0,50,1467
2,2.0,2.0,5.0,0.0,77038.0,164276.0,0.0,50,1467
3,2.0,2.0,6.0,0.0,77038.0,164276.0,0.0,50,1467
4,2.0,2.0,6.0,0.0,77038.0,164276.0,0.0,50,1467
5,2.0,1.0,5.0,0.0,77038.0,164276.0,0.0,50,1467
0,1.0,0.0,1.0,0.0,0.0,18000.0,0.0,40,1476
1,1.0,0.0,2.0,0.0,0.0,18000.0,0.0,40,1476
2,1.0,0.0,3.0,0.0,0.0,18000.0,0.0,40,1476
3,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,40,1476
4,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,40,1476
5,1.0,0.0,4.0,0.0,0.0,18000.0,0.0,40,1476
0,1.0,0.0,1.0,0.0,0.0,79979.0,0.0,17,1478
1,1.0,0.0,2.0,0.0,0.0,79979.0,0.0,17,1478
2,1.0,0.0,3.0,0.0,0.0,79979.0,0.0,17,1478
0,1.0,0.0,1.0,0.0,0.0,6180.0,0.0,83,1484
1,1.0,0.0,2.0,0.0,0.0,6180.0,0.0,83,1484
2,1.0,0.0,3.0,0.0,0.0,6180.0,0.0,83,1484
3,1.0,0.0,4.0,0.0,0.0,6180.0,0.0,83,1484
4,1.0,0.0,4.0,0.0,0.0,6180.0,0.0,83,1484
5,2.0,0.0,2.0,0.0,0.0,20880.0,0.0,83,1484
6,1.0,0.0,2.0,0.0,0.0,14700.0,0.0,83,1484
7,1.0,0.0,3.0,0.0,0.0,14700.0,0.0,83,1484
